,movieid,Cluster,title
687,754,19,Gold Diggers: The Secret of Bear Mountain (1995)
688,755,116,Kim (1950)
689,756,59,Carmen Miranda: Bananas Is My Business (1994)
690,757,135,Ashes of Time (Dung che sai duk) (1994)
691,759,186,Maya Lin: A Strong Clear Vision (1994)
692,760,104,Stalingrad (1993)
693,761,97,"Phantom, The (1996)"
694,762,97,Striptease (1996)
695,763,97,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)"
696,764,3,Heavy (1995)
697,765,143,Jack (1996)
698,766,149,I Shot Andy Warhol (1996)
699,767,1,"Grass Harp, The (1995)"
700,769,139,Marlene Dietrich: Shadow and Light (1996)
701,771,20,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)"
702,773,97,Touki Bouki (1973)
703,775,190,Spirits of the Dead (1968)
704,776,105,Babyfever (1994)
705,778,2,Trainspotting (1996)
706,779,179,'Til There Was You (1997)
707,780,3,Independence Day (a.k.a. ID4) (1996)
708,781,6,Stealing Beauty (1996)
709,782,153,"Fan, The (1996)"
710,783,3,"Hunchback of Notre Dame, The (1996)"
711,784,3,"Cable Guy, The (1996)"
712,785,14,Kingpin (1996)
713,786,3,Eraser (1996)
714,787,93,"Gate of Heavenly Peace, The (1995)"
715,788,177,"Nutty Professor, The (1996)"
716,789,32,"I, the Worst of All (Yo, la peor de todas) (1990)"
717,790,32,"Unforgettable Summer, An (Un été inoubliable) (1994)"
718,791,76,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)"
719,792,92,"Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)"
720,793,33,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)
721,794,8,Midnight Dancers (Sibak) (1994)
722,795,3,Somebody to Love (1994)
723,797,8,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)"
724,798,78,Daylight (1996)
725,799,57,"Frighteners, The (1996)"
726,800,97,Lone Star (1996)
727,801,49,Harriet the Spy (1996)
728,802,94,Phenomenon (1996)
729,803,59,Walking and Talking (1996)
730,804,143,She's the One (1996)
731,805,71,"Time to Kill, A (1996)"
732,806,35,American Buffalo (1996)
733,807,94,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"
734,808,193,Alaska (1996)
735,809,193,Fled (1996)
736,810,193,Kazaam (1996)
737,813,188,Larger Than Life (1996)
738,816,193,Two Deaths (1995)
739,818,38,"Very Brady Sequel, A (1996)"
740,819,107,Stefano Quantestorie (1993)
741,820,188,"Death in the Garden (Mort en ce jardin, La) (1956)"
742,821,38,"Crude Oasis, The (1995)"
743,823,193,"Collector, The (La collectionneuse) (1967)"
744,824,94,Kaspar Hauser (1993)
745,827,193,"Convent, The (O Convento) (1995)"
746,828,195,"Adventures of Pinocchio, The (1996)"
747,829,35,Joe's Apartment (1996)
748,830,107,"First Wives Club, The (1996)"
749,831,44,Stonewall (1995)
750,832,38,Ransom (1996)
751,833,66,High School High (1996)
752,834,199,Phat Beach (1996)
753,835,158,Foxfire (1996)
754,836,184,Chain Reaction (1996)
755,837,188,Matilda (1996)
756,838,173,Emma (1996)
757,839,44,"Crow: City of Angels, The (1996)"
758,840,188,House Arrest (1996)
759,841,94,"Eyes Without a Face (Yeux sans visage, Les) (1959)"
760,842,188,Tales from the Crypt Presents: Bordello of Blood (1996)
761,843,94,Lotto Land (1995)
762,844,193,"Story of Xinghua, The (Xinghua san yue tian) (1994)"
763,845,107,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)"
764,846,57,Flirt (1995)
765,847,193,"Big Squeeze, The (1996)"
766,848,68,"Spitfire Grill, The (1996)"
767,849,13,Escape from L.A. (1996)
768,850,9,Cyclo (Xich lo) (1995)
769,851,44,Basquiat (1996)
770,852,0,Tin Cup (1996)
771,853,9,Dingo (1991)
772,854,193,"Ballad of Narayama, The (Narayama Bushiko) (1958)"
773,856,94,Mille bolle blu (1993)
774,857,158,Crows and Sparrows (Wuya yu maque) (1949)
775,858,158,"Godfather, The (1972)"
776,860,107,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"
777,861,9,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
778,862,52,Manny & Lo (1996)
779,864,107,"Wife, The (1995)"
780,865,0,Small Faces (1996)
781,866,59,Bound (1996)
782,867,168,Carpool (1996)
783,868,100,Death in Brunswick (1991)
784,869,20,Kansas City (1996)
785,870,116,Gone Fishin' (1997)
786,871,97,Lover's Knot (1996)
787,872,193,Vive L'Amour (Ai qing wan sui) (1994)
788,874,188,Killer: A Journal of Murder (1995)
789,875,199,Nothing to Lose (1994)
790,876,40,Supercop 2 (Project S) (Chao ji ji hua) (1993)
791,877,42,Girls Town (1996)
792,879,68,"Relic, The (1997)"
793,880,158,"Island of Dr. Moreau, The (1996)"
794,881,20,First Kid (1996)
795,882,11,"Trigger Effect, The (1996)"
796,884,59,Sweet Nothing (1996)
797,885,72,Bogus (1996)
798,886,78,Bulletproof (1996)
799,887,168,Talk of Angels (1998)
800,889,143,1-900 (06) (1994)
801,891,114,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)
802,892,130,Twelfth Night (1996)
803,893,111,Mother Night (1996)
804,895,75,Venice/Venice (1992)
805,896,80,Wild Reeds (Les roseaux sauvages) (1994)
806,897,168,For Whom the Bell Tolls (1943)
807,898,59,"Philadelphia Story, The (1940)"
808,899,161,Singin' in the Rain (1952)
809,900,192,"American in Paris, An (1951)"
810,901,185,Funny Face (1957)
811,902,168,Breakfast at Tiffany's (1961)
812,903,30,Vertigo (1958)
813,904,3,Rear Window (1954)
814,905,97,It Happened One Night (1934)
815,906,162,Gaslight (1944)
816,907,78,"Gay Divorcee, The (1934)"
817,908,8,North by Northwest (1959)
818,909,59,"Apartment, The (1960)"
819,910,103,Some Like It Hot (1959)
820,911,131,Charade (1963)
821,912,114,Casablanca (1942)
822,913,8,"Maltese Falcon, The (1941)"
823,914,8,My Fair Lady (1964)
824,915,149,Sabrina (1954)
825,916,114,Roman Holiday (1953)
826,917,116,"Little Princess, The (1939)"
827,918,114,Meet Me in St. Louis (1944)
828,919,8,"Wizard of Oz, The (1939)"
829,920,116,Gone with the Wind (1939)
830,921,8,My Favorite Year (1982)
831,922,65,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
832,923,36,Citizen Kane (1941)
833,924,8,2001: A Space Odyssey (1968)
834,925,127,Golden Earrings (1947)
835,926,195,All About Eve (1950)
836,927,127,"Women, The (1939)"
837,928,127,Rebecca (1940)
838,929,114,Foreign Correspondent (1940)
839,930,131,Notorious (1946)
840,931,195,Spellbound (1945)
841,932,127,"Affair to Remember, An (1957)"
842,933,127,To Catch a Thief (1955)
843,934,127,Father of the Bride (1950)
844,935,55,"Band Wagon, The (1953)"
845,936,127,Ninotchka (1939)
846,937,183,Love in the Afternoon (1957)
847,938,193,Gigi (1958)
848,939,13,"Reluctant Debutante, The (1958)"
849,940,37,"Adventures of Robin Hood, The (1938)"
850,941,2,"Mark of Zorro, The (1940)"
851,942,189,Laura (1944)
852,943,59,"Ghost and Mrs. Muir, The (1947)"
853,944,175,Lost Horizon (1937)
854,945,22,Top Hat (1935)
855,946,67,To Be or Not to Be (1942)
856,947,172,My Man Godfrey (1936)
857,948,20,Giant (1956)
858,949,0,East of Eden (1955)
859,950,46,"Thin Man, The (1934)"
860,951,9,His Girl Friday (1940)
861,952,11,Around the World in 80 Days (1956)
862,953,113,It's a Wonderful Life (1946)
863,954,3,Mr. Smith Goes to Washington (1939)
864,955,76,Bringing Up Baby (1938)
865,956,168,Penny Serenade (1941)
866,957,100,"Scarlet Letter, The (1926)"
867,958,60,Lady of Burlesque (1943)
868,959,97,Of Human Bondage (1934)
869,960,100,Angel on My Shoulder (1946)
870,961,99,Little Lord Fauntleroy (1936)
871,962,128,They Made Me a Criminal (1939)
872,963,20,"Inspector General, The (1949)"
873,964,3,Angel and the Badman (1947)
874,965,193,"39 Steps, The (1935)"
875,966,60,A Walk in the Sun (1945)
876,967,173,"Outlaw, The (1943)"
877,968,173,Night of the Living Dead (1968)
878,969,97,"African Queen, The (1951)"
879,970,179,Beat the Devil (1953)
880,971,195,Cat on a Hot Tin Roof (1958)
881,972,24,"Last Time I Saw Paris, The (1954)"
882,973,186,Meet John Doe (1941)
883,974,107,Algiers (1938)
884,976,126,"Farewell to Arms, A (1932)"
885,979,11,Nothing Personal (1995)
886,980,131,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)"
887,981,190,Dangerous Ground (1997)
888,982,197,Picnic (1955)
889,984,57,"Pompatus of Love, The (1996)"
890,985,86,Small Wonders (1995)
891,986,163,Fly Away Home (1996)
892,987,167,Bliss (1997)
893,988,58,Grace of My Heart (1996)
894,989,6,Brother of Sleep (Schlafes Bruder) (1995)
895,990,76,Maximum Risk (1996)
896,991,11,Michael Collins (1996)
897,992,181,"Rich Man's Wife, The (1996)"
898,993,31,Infinity (1996)
899,994,39,Big Night (1996)
900,996,116,Last Man Standing (1996)
901,997,46,Caught (1996)
902,998,149,Set It Off (1996)
903,999,1,2 Days in the Valley (1996)
904,1000,31,Curdled (1996)
905,1002,135,Ed's Next Move (1996)
906,1003,14,Extreme Measures (1996)
907,1004,43,"Glimmer Man, The (1996)"
908,1005,3,D3: The Mighty Ducks (1996)
909,1006,143,"Chamber, The (1996)"
910,1007,177,"Apple Dumpling Gang, The (1975)"
911,1008,130,"Davy Crockett, King of the Wild Frontier (1955)"
912,1009,172,Escape to Witch Mountain (1975)
913,1010,179,"Love Bug, The (1969)"
914,1011,11,Herbie Rides Again (1974)
915,1012,111,Old Yeller (1957)
916,1013,96,"Parent Trap, The (1961)"
917,1014,52,Pollyanna (1960)
918,1015,115,Homeward Bound: The Incredible Journey (1993)
919,1016,14,"Shaggy Dog, The (1959)"
920,1017,182,Swiss Family Robinson (1960)
921,1018,42,That Darn Cat! (1965)
922,1019,65,"20,000 Leagues Under the Sea (1954)"
923,1020,42,Cool Runnings (1993)
924,1021,52,Angels in the Outfield (1994)
925,1022,52,Cinderella (1950)
926,1023,3,Winnie the Pooh and the Blustery Day (1968)
927,1024,20,"Three Caballeros, The (1945)"
928,1025,36,"Sword in the Stone, The (1963)"
929,1026,126,So Dear to My Heart (1949)
930,1027,137,Robin Hood: Prince of Thieves (1991)
931,1028,97,Mary Poppins (1964)
932,1029,97,Dumbo (1941)
933,1030,97,Pete's Dragon (1977)
934,1031,96,Bedknobs and Broomsticks (1971)
935,1032,96,Alice in Wonderland (1951)
936,1033,138,"Fox and the Hound, The (1981)"
937,1034,39,Freeway (1996)
938,1035,122,"Sound of Music, The (1965)"
939,1036,24,Die Hard (1988)
940,1037,41,"Lawnmower Man, The (1992)"
941,1038,30,Unhook the Stars (1996)
942,1039,30,Synthetic Pleasures (1995)
943,1040,30,"Secret Agent, The (1996)"
944,1041,87,Secrets & Lies (1996)
945,1042,142,That Thing You Do! (1996)
946,1043,74,To Gillian on Her 37th Birthday (1996)
947,1044,179,Surviving Picasso (1996)
948,1045,122,Love Is All There Is (1996)
949,1046,36,Beautiful Thing (1996)
950,1047,81,"Long Kiss Goodnight, The (1996)"
951,1049,78,"Ghost and the Darkness, The (1996)"
952,1050,11,Looking for Richard (1996)
953,1051,52,Trees Lounge (1996)
954,1053,68,Normal Life (1996)
955,1054,66,Get on the Bus (1996)
956,1055,82,Shadow Conspiracy (1997)
957,1056,0,Jude (1996)
958,1057,102,Everyone Says I Love You (1996)
959,1058,173,Bitter Sugar (Azúcar amarga) (1996)
960,1059,22,William Shakespeare's Romeo + Juliet (1996)
961,1060,103,Swingers (1996)
962,1061,100,Sleepers (1996)
963,1062,0,"Sunchaser, The (1996)"
964,1063,158,Johns (1996)
965,1066,22,Shall We Dance (1937)
966,1067,85,"Damsel in Distress, A (1937)"
967,1068,16,Crossfire (1947)
968,1069,96,"Murder, My Sweet (1944)"
969,1070,28,Macao (1952)
970,1071,118,For the Moment (1994)
971,1073,106,Willy Wonka & the Chocolate Factory (1971)
972,1075,106,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)"
973,1076,66,"Innocents, The (1961)"
974,1077,106,Sleeper (1973)
975,1078,50,Bananas (1971)
976,1079,74,"Fish Called Wanda, A (1988)"
977,1080,190,Monty Python's Life of Brian (1979)
978,1081,35,Victor/Victoria (1982)
979,1082,4,"Candidate, The (1972)"
980,1083,158,"Great Race, The (1965)"
981,1084,102,Bonnie and Clyde (1967)
982,1085,50,"Old Man and the Sea, The (1958)"
983,1086,106,Dial M for Murder (1954)
984,1087,82,Madame Butterfly (1995)
985,1088,44,Dirty Dancing (1987)
986,1089,190,Reservoir Dogs (1992)
987,1090,182,Platoon (1986)
988,1091,115,Weekend at Bernie's (1989)
989,1092,145,Basic Instinct (1992)
990,1093,164,"Doors, The (1991)"
991,1094,170,"Crying Game, The (1992)"
992,1095,4,Glengarry Glen Ross (1992)
993,1096,115,Sophie's Choice (1982)
994,1097,190,E.T. the Extra-Terrestrial (1982)
995,1098,102,"Search for One-eye Jimmy, The (1996)"
996,1099,39,"Christmas Carol, A (1938)"
997,1100,35,Days of Thunder (1990)
998,1101,38,Top Gun (1986)
999,1102,35,American Strays (1996)
1000,1103,4,Rebel Without a Cause (1955)
1001,1104,118,"Streetcar Named Desire, A (1951)"
1002,1105,161,Children of the Corn IV: The Gathering (1996)
1003,1107,82,Loser (1991)
1004,1111,74,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
1005,1112,82,Palookaville (1996)
1006,1113,74,"Associate, The (1996)"
1007,1114,106,"Funeral, The (1996)"
1008,1116,167,"Single Girl, A (Fille seule, La) (1995)"
1009,1117,74,"Eighth Day, The (Huitième jour, Le) (1996)"
1010,1119,44,Drunks (1995)
1011,1120,154,"People vs. Larry Flynt, The (1996)"
1012,1121,38,Glory Daze (1995)
1013,1123,170,"Perfect Candidate, A (1996)"
1014,1124,167,On Golden Pond (1981)
1015,1125,82,"Return of the Pink Panther, The (1975)"
1016,1126,44,Drop Dead Fred (1991)
1017,1127,182,"Abyss, The (1989)"
1018,1128,50,"Fog, The (1980)"
1019,1129,104,Escape from New York (1981)
1020,1130,107,"Howling, The (1980)"
1021,1131,115,Jean de Florette (1986)
1022,1132,4,Manon of the Spring (Manon des sources) (1986)
1023,1133,26,Talking About Sex (1994)
1024,1134,44,Johnny 100 Pesos (Johnny cien pesos) (1993)
1025,1135,42,Private Benjamin (1980)
1026,1136,167,Monty Python and the Holy Grail (1975)
1027,1137,102,Hustler White (1996)
1028,1138,188,Dadetown (1995)
1029,1142,99,Get Over It (1996)
1030,1143,107,Three Lives and Only One Death (Trois vies & une seule mort) (1996)
1031,1144,106,"Line King: The Al Hirschfeld Story, The (1996)"
1032,1145,52,Snowriders (1996)
1033,1147,44,When We Were Kings (1996)
1034,1148,159,Wallace & Gromit: The Wrong Trousers (1993)
1035,1149,65,JLG/JLG (JLG/JLG - autoportrait de décembre) (1994)
1036,1150,118,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
1037,1151,100,Lesson Faust (1994)
1038,1152,107,He Walked by Night (1948)
1039,1153,74,Raw Deal (1948)
1040,1154,164,T-Men (1947)
1041,1156,41,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)"
1042,1161,35,"Tin Drum, The (Blechtrommel, Die) (1979)"
1043,1162,107,"Ruling Class, The (1972)"
1044,1163,82,Mina Tannenbaum (1994)
1045,1164,111,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967)
1046,1167,52,Dear God (1996)
1047,1168,100,Bad Moon (1996)
1048,1169,100,American Dream (1990)
1049,1170,115,Best of the Best 3: No Turning Back (1995)
1050,1171,66,Bob Roberts (1992)
1051,1172,167,Cinema Paradiso (Nuovo cinema Paradiso) (1989)
1052,1173,172,"Cook the Thief His Wife & Her Lover, The (1989)"
1053,1174,182,Dead Tired (Grosse Fatigue) (1994)
1054,1175,149,Delicatessen (1991)
1055,1176,144,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)"
1056,1177,50,Enchanted April (1992)
1057,1178,145,Paths of Glory (1957)
1058,1179,34,"Grifters, The (1990)"
1059,1180,94,Hear My Song (1991)
1060,1181,28,"Shooter, The (1997)"
1061,1183,130,"English Patient, The (1996)"
1062,1184,3,Mediterraneo (1991)
1063,1185,97,My Left Foot (1989)
1064,1186,96,"Sex, Lies, and Videotape (1989)"
1065,1187,20,Passion Fish (1992)
1066,1188,111,Strictly Ballroom (1992)
1067,1189,117,"Thin Blue Line, The (1988)"
1068,1190,42,Tie Me Up! Tie Me Down! (¡Átame!) (1990)
1069,1191,33,Madonna: Truth or Dare (1991)
1070,1192,33,Paris Is Burning (1990)
1071,1193,33,One Flew Over the Cuckoo's Nest (1975)
1072,1194,33,Cheech and Chong's Up in Smoke (1978)
1073,1196,147,Star Wars: Episode V - The Empire Strikes Back (1980)
1074,1197,33,"Princess Bride, The (1987)"
1075,1198,160,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
1076,1199,49,Brazil (1985)
1077,1200,135,Aliens (1986)
1078,1201,194,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
1079,1202,18,Withnail & I (1987)
1080,1203,104,12 Angry Men (1957)
1081,1204,33,Lawrence of Arabia (1962)
1082,1206,42,"Clockwork Orange, A (1971)"
1083,1207,100,To Kill a Mockingbird (1962)
1084,1208,23,Apocalypse Now (1979)
1085,1209,135,Once Upon a Time in the West (C'era una volta il West) (1968)
1086,1210,42,Star Wars: Episode VI - Return of the Jedi (1983)
1087,1211,88,"Wings of Desire (Himmel über Berlin, Der) (1987)"
1088,1212,88,"Third Man, The (1949)"
1089,1213,42,Goodfellas (1990)
1090,1214,109,Alien (1979)
1091,1215,42,Army of Darkness (1993)
1092,1216,186,"Big Blue, The (Grand bleu, Le) (1988)"
1093,1217,84,Ran (1985)
1094,1218,42,"Killer, The (Die xue shuang xiong) (1989)"
1095,1219,6,Psycho (1960)
1096,1220,177,"Blues Brothers, The (1980)"
1097,1221,51,"Godfather: Part II, The (1974)"
1098,1222,16,Full Metal Jacket (1987)
1099,1223,194,"Grand Day Out with Wallace and Gromit, A (1989)"
1100,1224,176,Henry V (1989)
1101,1225,52,Amadeus (1984)
1102,1226,190,"Quiet Man, The (1952)"
1103,1227,8,Once Upon a Time in America (1984)
1104,1228,130,Raging Bull (1980)
1105,1230,143,Annie Hall (1977)
1106,1231,16,"Right Stuff, The (1983)"
1107,1232,63,Stalker (1979)
1108,1233,156,"Boot, Das (Boat, The) (1981)"
1109,1234,8,"Sting, The (1973)"
1110,1235,87,Harold and Maude (1971)
1111,1236,46,Trust (1990)
1112,1237,176,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
1113,1238,176,Local Hero (1983)
1114,1240,65,"Terminator, The (1984)"
1115,1241,176,Dead Alive (Braindead) (1992)
1116,1242,176,Glory (1989)
1117,1243,32,Rosencrantz and Guildenstern Are Dead (1990)
1118,1244,152,Manhattan (1979)
1119,1245,103,Miller's Crossing (1990)
1120,1246,193,Dead Poets Society (1989)
1121,1247,153,"Graduate, The (1967)"
1122,1248,78,Touch of Evil (1958)
1123,1249,77,"Femme Nikita, La (Nikita) (1990)"
1124,1250,97,"Bridge on the River Kwai, The (1957)"
1125,1251,46,8 1/2 (8½) (1963)
1126,1252,106,Chinatown (1974)
1127,1253,49,"Day the Earth Stood Still, The (1951)"
1128,1254,33,"Treasure of the Sierra Madre, The (1948)"
1129,1255,58,Bad Taste (1987)
1130,1256,12,Duck Soup (1933)
1131,1257,113,Better Off Dead... (1985)
1132,1258,154,"Shining, The (1980)"
1133,1259,126,Stand by Me (1986)
1134,1260,68,M (1931)
1135,1261,146,Evil Dead II (Dead by Dawn) (1987)
1136,1262,156,"Great Escape, The (1963)"
1137,1263,51,"Deer Hunter, The (1978)"
1138,1264,2,Diva (1981)
1139,1265,80,Groundhog Day (1993)
1140,1266,80,Unforgiven (1992)
1141,1267,98,"Manchurian Candidate, The (1962)"
1142,1268,110,Pump Up the Volume (1990)
1143,1269,104,Arsenic and Old Lace (1944)
1144,1270,35,Back to the Future (1985)
1145,1271,86,Fried Green Tomatoes (1991)
1146,1272,20,Patton (1970)
1147,1273,100,Down by Law (1986)
1148,1274,156,Akira (1988)
1149,1275,172,Highlander (1986)
1150,1276,74,Cool Hand Luke (1967)
1151,1277,5,Cyrano de Bergerac (1990)
1152,1278,60,Young Frankenstein (1974)
1153,1279,59,Night on Earth (1991)
1154,1280,82,Raise the Red Lantern (Da hong deng long gao gao gua) (1991)
1155,1281,96,"Great Dictator, The (1940)"
1156,1282,96,Fantasia (1940)
1157,1283,162,High Noon (1952)
1158,1284,24,"Big Sleep, The (1946)"
1159,1285,98,Heathers (1989)
1160,1286,8,Somewhere in Time (1980)
1161,1287,77,Ben-Hur (1959)
1162,1288,175,This Is Spinal Tap (1984)
1163,1289,32,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)
1164,1290,3,Some Kind of Wonderful (1987)
1165,1291,98,Indiana Jones and the Last Crusade (1989)
1166,1292,78,Being There (1979)
1167,1293,47,Gandhi (1982)
1168,1295,57,"Unbearable Lightness of Being, The (1988)"
