,0
807,Breaking Away (1979)
808,Animal House (1978)
809,Anatomy of a Murder (1959)
810,Finding Forrester (2000)
811,"Shootist, The (1976)"
812,Father Goose (1964)
813,Life as a House (2001)
814,"Last Unicorn, The (1982)"
815,Mr. Hobbs Takes a Vacation (1962)
816,Jersey Girl (2004)
817,"Four Musketeers, The (1974)"
818,Support Your Local Sheriff! (1969)
819,"War Wagon, The (1967)"
820,Sergeant York (1941)
821,Crash (2004)
822,Leaving Las Vegas (1995)
823,Like Water for Chocolate (Como agua para chocolate) (1992)
824,Heat (1995)
825,Billy Madison (1995)
826,Beauty and the Beast (1991)
827,Dangerous Minds (1995)
828,"Mask, The (1994)"
829,Jerry Maguire (1996)
830,Romy and Michele's High School Reunion (1997)
831,The Devil's Advocate (1997)
832,Cruel Intentions (1999)
833,Double Jeopardy (1999)
834,All About My Mother (Todo sobre mi madre) (1999)
835,Wayne's World (1992)
836,Miss Congeniality (2000)
837,Hannibal (2001)
838,Bridget Jones's Diary (2001)
839,Lara Croft: Tomb Raider (2001)
840,Legally Blonde (2001)
841,Gia (1998)
842,Volver (2006)
843,Inglourious Basterds (2009)
844,"Secret Life of Walter Mitty, The (2013)"
845,"Three Billboards Outside Ebbing, Missouri (2017)"
846,Coming to America (1988)
847,Juno (2007)
848,"Social Network, The (2010)"
849,Some Like It Hot (1959)
850,"Room with a View, A (1986)"
851,Chocolat (2000)
852,My Big Fat Greek Wedding (2002)
853,Pride and Prejudice (1995)
854,French Kiss (1995)
855,Muriel's Wedding (1994)
856,Back to the Future Part II (1989)
857,"Ten Commandments, The (1956)"
858,"Misérables, Les (1995)"
859,Song of the Little Road (Pather Panchali) (1955)
860,"World of Apu, The (Apur Sansar) (1959)"
861,Doctor Zhivago (1965)
862,Central Station (Central do Brasil) (1998)
863,Lord of the Flies (1963)
864,Dersu Uzala (1975)
865,Cabaret (1972)
866,Baraka (1992)
867,Nine Queens (Nueve reinas) (2000)
868,Z (1969)
869,"Unvanquished, The (Aparajito) (1957)"
870,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)"
871,"Good bye, Lenin! (2003)"
872,"Day of the Jackal, The (1973)"
873,"Chorus, The (Choristes, Les) (2004)"
874,Samsara (2011)
875,"Hunt, The (Jagten) (2012)"
876,Kicking and Screaming (1995)
877,Bottle Rocket (1996)
878,Mallrats (1995)
879,Kids in the Hall: Brain Candy (1996)
880,Back to the Future Part III (1990)
881,Pecker (1998)
882,Happiness (1998)
883,SLC Punk! (1998)
884,Stand and Deliver (1988)
885,Man on the Moon (1999)
886,American Psycho (2000)
887,Short Circuit 2 (1988)
888,Short Circuit (1986)
889,Training Day (2001)
890,Waking Life (2001)
891,Vanilla Sky (2001)
892,Orange County (2002)
893,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001)
894,Songs From the Second Floor (Sånger från andra våningen) (2000)
895,"Hours, The (2002)"
896,Spun (2001)
897,I Am Trying to Break Your Heart (2002)
898,Finding Nemo (2003)
899,Barton Fink (1991)
900,Matchstick Men (2003)
901,21 Grams (2003)
902,Anchorman: The Legend of Ron Burgundy (2004)
903,Collateral (2004)
904,I Heart Huckabees (2004)
905,"Scanner Darkly, A (2006)"
906,Mysterious Skin (2004)
907,Me and You and Everyone We Know (2005)
908,Wedding Crashers (2005)
909,Hustle & Flow (2005)
910,The Chumscrubber (2005)
911,Four Brothers (2005)
912,Kiss Kiss Bang Bang (2005)
913,"Weather Man, The (2005)"
914,"Devil and Daniel Johnston, The (2005)"
915,Brick (2005)
916,This Film Is Not Yet Rated (2006)
917,Click (2006)
918,Clerks II (2006)
919,Half Nelson (2006)
920,Accepted (2006)
921,"Fountain, The (2006)"
922,"Science of Sleep, The (La science des rêves) (2006)"
923,Little Children (2006)
924,"Paris, I Love You (Paris, je t'aime) (2006)"
925,Grindhouse (2007)
926,Knocked Up (2007)
927,"Darjeeling Limited, The (2007)"
928,Michael Clayton (2007)
929,Lars and the Real Girl (2007)
930,Control (2007)
931,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)"
932,Reprise (2006)
933,Man on Wire (2008)
934,Pineapple Express (2008)
935,Burn After Reading (2008)
936,"Synecdoche, New York (2008)"
937,Milk (2008)
938,"Serious Man, A (2009)"
939,Naked Gun 33 1/3: The Final Insult (1994)
940,"Three Musketeers, The (1993)"
941,Singin' in the Rain (1952)
942,"20,000 Leagues Under the Sea (1954)"
943,Sleeper (1973)
944,Monty Python's Life of Brian (1979)
945,Bonnie and Clyde (1967)
946,Brazil (1985)
947,Lawrence of Arabia (1962)
948,Duck Soup (1933)
949,"Manchurian Candidate, The (1962)"
950,Patton (1970)
951,Fantasia (1940)
952,High Noon (1952)
953,"Big Sleep, The (1946)"
954,Being There (1979)
955,"Man Who Would Be King, The (1975)"
956,"Wedding Singer, The (1998)"
957,From Here to Eternity (1953)
958,On the Waterfront (1954)
959,Midnight Cowboy (1969)
960,"French Connection, The (1971)"
961,"Producers, The (1968)"
962,"Elephant Man, The (1980)"
963,"Last Picture Show, The (1971)"
964,"Hustler, The (1961)"
965,Abbott and Costello Meet Frankenstein (1948)
966,"Accidental Tourist, The (1988)"
967,About Schmidt (2002)
968,10 (1979)
969,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
970,"Adventures of Sherlock Holmes, The (1939)"
971,Across the Universe (2007)
972,1984 (1956)
973,Copycat (1995)
974,Paradise Road (1997)
975,Thelma & Louise (1991)
976,Misery (1990)
977,Breaker Morant (1980)
978,"Accused, The (1988)"
979,Bowling for Columbine (2002)
980,Withnail & I (1987)
981,"Killing Fields, The (1984)"
982,"Trip to Bountiful, The (1985)"
983,"Secret of NIMH, The (1982)"
984,"Thing, The (1982)"
985,Time Bandits (1981)
986,Wallace & Gromit: The Best of Aardman Animation (1996)
987,Funny Face (1957)
988,Sabrina (1954)
989,Roman Holiday (1953)
990,To Catch a Thief (1955)
991,Cat on a Hot Tin Roof (1958)
992,"Parent Trap, The (1961)"
993,Swiss Family Robinson (1960)
994,Strictly Ballroom (1992)
995,"Last of the Mohicans, The (1992)"
996,In the Heat of the Night (1967)
997,"Little Mermaid, The (1989)"
998,Sleeping Beauty (1959)
999,Ever After: A Cinderella Story (1998)
1000,Miracle on 34th Street (1947)
1001,Dangerous Beauty (1998)
1002,"King and I, The (1956)"
1003,Invasion of the Body Snatchers (1956)
1004,Austin Powers: The Spy Who Shagged Me (1999)
1005,Robin Hood (1973)
1006,Irma la Douce (1963)
1007,Anna and the King (1999)
1008,"League of Their Own, A (1992)"
1009,"Great Muppet Caper, The (1981)"
1010,Chicken Run (2000)
1011,"Godfather: Part III, The (1990)"
1012,Rounders (1998)
1013,Scent of a Woman (1992)
1014,Enemy at the Gates (2001)
1015,Black Hawk Down (2001)
1016,We Were Soldiers (2002)
1017,Road to Perdition (2002)
1018,"Das Experiment (Experiment, The) (2001)"
1019,"Professional, The (Le professionnel) (1981)"
1020,"Station Agent, The (2003)"
1021,House of Flying Daggers (Shi mian mai fu) (2004)
1022,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004)
1023,It's All Gone Pete Tong (2004)
1024,Green Street Hooligans (a.k.a. Hooligans) (2005)
1025,Pride & Prejudice (2005)
1026,"Pursuit of Happyness, The (2006)"
1027,Catch a Fire (2006)
1028,Breach (2007)
1029,Breaking and Entering (2006)
1030,Waltz with Bashir (Vals im Bashir) (2008)
1031,How to Lose a Guy in 10 Days (2003)
1032,Love Actually (2003)
1033,50 First Dates (2004)
1034,13 Going on 30 (2004)
1035,"Devil Wears Prada, The (2006)"
1036,Tangled (2010)
1037,Room (2015)
1038,Moana (2016)
1039,Coco (2017)
1040,"Wolverine, The (2013)"
1041,47 Ronin (2013)
1042,X-Men: Days of Future Past (2014)
1043,"Equalizer, The (2014)"
1044,American Sniper (2014)
1045,Avengers: Age of Ultron (2015)
1046,X-Men: Apocalypse (2016)
1047,The Last Witch Hunter (2015)
1048,Batman v Superman: Dawn of Justice (2016)
1049,Jason Bourne (2016)
1050,Clueless (1995)
1051,Robin Hood: Men in Tights (1993)
1052,Pleasantville (1998)
1053,Fast Times at Ridgemont High (1982)
1054,Mission: Impossible II (2000)
1055,Footloose (1984)
1056,Secretary (2002)
1057,"Sword in the Stone, The (1963)"
1058,"Great Mouse Detective, The (1986)"
1059,"Dark Crystal, The (1982)"
1060,"NeverEnding Story, The (1984)"
1061,U-571 (2000)
1062,In July (Im Juli) (2000)
1063,Head-On (Gegen die Wand) (2004)
1064,Crossing the Bridge: The Sound of Istanbul (2005)
1065,Innocence (1997)
1066,Four Rooms (1995)
1067,Tank Girl (1995)
1068,"Boot, Das (Boat, The) (1981)"
1069,American Pie (1999)
1070,Predator (1987)
1071,Ghost World (2001)
1072,"Downfall (Untergang, Der) (2004)"
1073,Adam's Apples (Adams æbler) (2005)
1074,300 (2007)
1075,"Baader Meinhof Komplex, Der (2008)"
1076,"Simple Plan, A (1998)"
1077,"Red Violin, The (Violon rouge, Le) (1998)"
1078,Born on the Fourth of July (1989)
1079,Erin Brockovich (2000)
1080,How to Train Your Dragon (2010)
1081,Sense and Sensibility (1995)
1082,Get Shorty (1995)
1083,Dave (1993)
1084,"Hudsucker Proxy, The (1994)"
1085,Twister (1996)
1086,East of Eden (1955)
1087,"Pompatus of Love, The (1996)"
1088,"Streetcar Named Desire, A (1951)"
1089,M (1931)
1090,Jaws (1975)
1091,Brassed Off (1996)
1092,"Apostle, The (1997)"
1093,Zero Effect (1998)
1094,Lethal Weapon 4 (1998)
1095,Halloween (1978)
1096,Poltergeist (1982)
1097,Lethal Weapon (1987)
1098,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998)
1099,Romancing the Stone (1984)
1100,10 Things I Hate About You (1999)
1101,"Castle, The (1997)"
1102,Airplane II: The Sequel (1982)
1103,Dogma (1999)
1104,Sleepy Hollow (1999)
1105,Agnes of God (1985)
1106,Of Mice and Men (1992)
1107,"Whole Nine Yards, The (2000)"
1108,Bull Durham (1988)
1109,Titanic (1953)
1110,"Good Morning, Vietnam (1987)"
1111,"Big Kahuna, The (2000)"
1112,Hamlet (1990)
1113,Traffic (2000)
1114,Prelude to a Kiss (1992)
1115,White Squall (1996)
1116,Jack (1996)
1117,Matilda (1996)
1118,Dial M for Murder (1954)
1119,West Side Story (1961)
1120,Strangers on a Train (1951)
1121,"Magnificent Seven, The (1960)"
1122,A Quiet Place (2018)
1123,Pump Up the Volume (1990)
1124,Midnight in the Garden of Good and Evil (1997)
1125,Fear and Loathing in Las Vegas (1998)
1126,Enemy of the State (1998)
1127,Time of the Gypsies (Dom za vesanje) (1989)
1128,Human Nature (2001)
1129,"Best of Youth, The (La meglio gioventù) (2003)"
1130,Team America: World Police (2004)
1131,Born into Brothels (2004)
1132,Vincent (1982)
1133,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)"
1134,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)"
1135,Everything Is Illuminated (2005)
1136,Corpse Bride (2005)
1137,Life is a Miracle (Zivot je cudo) (2004)
1138,Talladega Nights: The Ballad of Ricky Bobby (2006)
1139,"Illusionist, The (2006)"
1140,Idiocracy (2006)
1141,Blades of Glory (2007)
1142,Coraline (2009)
1143,"Imaginarium of Doctor Parnassus, The (2009)"
1144,"Men Who Stare at Goats, The (2009)"
1145,World's Greatest Dad (2009)
1146,"Invention of Lying, The (2009)"
1147,"Work of Director Michel Gondry, The (2003)"
1148,Biutiful (2010)
1149,Louis C.K.: Hilarious (2010)
1150,Horrible Bosses (2011)
1151,Bill Cunningham New York (2011)
1152,Jiro Dreams of Sushi (2011)
1153,Mulan (1998)
1154,"Parent Trap, The (1998)"
1155,Lolita (1962)
1156,"Girl, Interrupted (1999)"
1157,Bring It On (2000)
1158,Moulin Rouge (2001)
1159,Mean Girls (2004)
1160,"Phantom of the Opera, The (2004)"
1161,John Tucker Must Die (2006)
1162,"Holiday, The (2006)"
1163,Smiley Face (2007)
1164,"Other Boleyn Girl, The (2008)"
1165,Twilight (2008)
1166,Easy A (2010)
1167,127 Hours (2010)
1168,Our Idiot Brother (2011)
1169,In Time (2011)
1170,"Twilight Saga: Breaking Dawn - Part 1, The (2011)"
1171,"Twilight Saga: Breaking Dawn - Part 2, The (2012)"
1172,Stoker (2013)
1173,The Lobster (2015)
1174,Amateur (1994)
1175,Ed Wood (1994)
1176,"Madness of King George, The (1994)"
1177,Desperado (1995)
1178,U Turn (1997)
1179,"Blair Witch Project, The (1999)"
1180,Bringing Out the Dead (1999)
1181,"Way of the Gun, The (2000)"
1182,Meet the Parents (2000)
1183,Breaking the Waves (1996)
1184,City Lights (1931)
1185,"Road to El Dorado, The (2000)"
1186,Silkwood (1983)
1187,Lion of the Desert (1980)
1188,Talk to Her (Hable con Ella) (2002)
1189,Osama (2003)
1190,Dogville (2003)
1191,100 Girls (2000)
1192,"Notebook, The (2004)"
1193,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004)
1194,"Solitude of Prime Numbers, The (2010)"
1195,Wadjda (2012)
1196,Accused (2014)
1197,Heart Street (2014)
1198,Pure (2009)
1199,Roger & Me (1989)
1200,"Endless Summer, The (1966)"
1201,Frida (2002)
1202,Naked (1993)
1203,Once Upon a Time in America (1984)
1204,"Paris, Texas (1984)"
1205,Amistad (1997)
1206,Open Your Eyes (Abre los ojos) (1997)
1207,Solaris (Solyaris) (1972)
1208,Dancer in the Dark (2000)
1209,Zelig (1983)
1210,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)"
1211,Evil (Ondskan) (2003)
1212,"Far Side of the Moon, The (Face cachée de la lune, La) (2003)"
1213,"Hole in My Heart, A (Hål i mitt hjärta, Ett) (2004)"
1214,"Short Film About Love, A (Krótki film o milosci) (1988)"
1215,Let the Right One In (Låt den rätte komma in) (2008)
1216,"Class, The (Entre les murs) (2008)"
1217,"Hurt Locker, The (2008)"
1218,"Illusionist, The (L'illusionniste) (2010)"
1219,Carnage (2011)
1220,Ida (2013)
1221,Spotlight (2015)
1222,"Big Short, The (2015)"
1223,Toni Erdmann (2016)
1224,Manchester by the Sea (2016)
1225,Whiplash (2013)
1226,Sabrina (1995)
1227,Bed of Roses (1996)
1228,Something to Talk About (1995)
1229,Circle of Friends (1995)
1230,Immortal Beloved (1994)
1231,Little Women (1994)
1232,"Secret of Roan Inish, The (1994)"
1233,Speechless (1994)
1234,Threesome (1994)
1235,All Quiet on the Western Front (1930)
1236,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
1237,Star Trek: Insurrection (1998)
1238,Terminator 3: Rise of the Machines (2003)
1239,Star Trek (2009)
1240,Dante's Peak (1997)
1241,"Jackal, The (1997)"
1242,"American Tail, An (1986)"
1243,"World Is Not Enough, The (1999)"
1244,Moonraker (1979)
1245,Titan A.E. (2000)
1246,"Mask of Zorro, The (1998)"
1247,Broken Arrow (1996)
1248,One Fine Day (1996)
1249,That Thing You Do! (1996)
1250,Sweet November (2001)
1251,Ray (2004)
1252,"Sea Inside, The (Mar adentro) (2004)"
1253,Walk the Line (2005)
1254,Match Point (2005)
1255,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)"
1256,Lincoln (2012)
1257,Enough Said (2013)
1258,Captain Phillips (2013)
1259,Philomena (2013)
1260,"Book Thief, The (2013)"
1261,Her (2013)
1262,Möbius (2013)
1263,Begin Again (2013)
1264,Dawn of the Planet of the Apes (2014)
1265,"Judge, The (2014)"
1266,Fury (2014)
1267,Stonehearst Asylum (2014)
1268,"Water Diviner, The (2014)"
1269,Lion (2016)
1270,Tombstone (1993)
1271,Patriot Games (1992)
1272,Wall Street (1987)
1273,Beverly Hills Cop (1984)
1274,8 1/2 (8½) (1963)
1275,"Rocky Horror Picture Show, The (1975)"
1276,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
1277,Hedwig and the Angry Inch (2000)
1278,Holes (2003)
1279,"Lizzie McGuire Movie, The (2003)"
1280,Bruce Almighty (2003)
1281,Elf (2003)
1282,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)"
1283,Confessions of a Teenage Drama Queen (2004)
1284,Ella Enchanted (2004)
1285,Shrek 2 (2004)
1286,Napoleon Dynamite (2004)
1287,"Sisterhood of the Traveling Pants, The (2005)"
1288,"Perfect Man, The (2005)"
1289,Monster House (2006)
1290,Where the Wild Things Are (2009)
1291,I Love You Phillip Morris (2009)
1292,Harry Potter and the Deathly Hallows: Part 1 (2010)
1293,Rango (2011)
1294,ParaNorman (2012)
1295,Life of Pi (2012)
1296,Kill Your Darlings (2013)
1297,The Way He Looks (2014)
1298,Joy (2015)
1299,"Hail, Caesar! (2016)"
1300,Kubo and the Two Strings (2016)
1301,In a Heartbeat (2017)
1302,Dolores Claiborne (1995)
1303,Natural Born Killers (1994)
1304,It Happened One Night (1934)
1305,Modern Times (1936)
1306,"Heart in Winter, A (Un coeur en hiver) (1992)"
1307,3 Idiots (2009)
1308,My Name is Khan (2010)
1309,Dogtooth (Kynodontas) (2009)
1310,Inside Job (2010)
1311,"Girl with the Red Scarf, The (Selvi boylum, al yazmalim) (1978)"
1312,Harry Potter and the Deathly Hallows: Part 2 (2011)
1313,"Help, The (2011)"
1314,Cloud Atlas (2012)
1315,"Act of Killing, The (2012)"
1316,Blue Is the Warmest Color (La vie d'Adèle) (2013)
1317,12 Years a Slave (2013)
1318,Logan (2017)
1319,Legend of the Galactic Heroes: Overture to a New War (1993)
1320,"I Love You, Man (2009)"
1321,(500) Days of Summer (2009)
1322,It's Kind of a Funny Story (2010)
1323,Tron: Legacy (2010)
1324,Act of Valor (2012)
1325,"Perks of Being a Wallflower, The (2012)"
1326,Man of Steel (2013)
1327,Thor: The Dark World (2013)
1328,Divergent (2014)
1329,The Lego Movie (2014)
1330,Captain America: The Winter Soldier (2014)
1331,The Fault in Our Stars (2014)
1332,How to Train Your Dragon 2 (2014)
1333,Ant-Man (2015)
1334,Pocahontas (1995)
1335,"River Wild, The (1994)"
1336,Hostile Intentions (1994)
1337,Tomorrow Never Dies (1997)
1338,Police Academy (1984)
1339,Police Academy 2: Their First Assignment (1985)
1340,Police Academy 3: Back in Training (1986)
1341,Police Academy 4: Citizens on Patrol (1987)
1342,Arachnophobia (1990)
1343,Hook (1991)
1344,Lara Croft Tomb Raider: The Cradle of Life (2003)
1345,Looney Tunes: Back in Action (2003)
1346,Peter Pan (1953)
1347,"Many Adventures of Winnie the Pooh, The (1977)"
1348,High School Musical (2006)
1349,Hairspray (2007)
1350,17 Again (2009)
1351,Harry Potter and the Half-Blood Prince (2009)
1352,Ramona and Beezus (2010)
1353,Monte Carlo (2011)
1354,Glee: The 3D Concert Movie (2011)
1355,Another Cinderella Story (2008)
1356,Pitch Perfect (2012)
1357,Hotel Transylvania (2012)
1358,StarStruck (2010)
1359,Despicable Me 2 (2013)
1360,One Direction: This Is Us (2013)
1361,Frozen (2013)
1362,Saving Mr. Banks (2013)
1363,If I Stay (2014)
1364,Behaving Badly (2014)
1365,Pitch Perfect 2 (2015)
1366,Hotel Transylvania 2 (2015)
1367,Winning London (2001)
1368,"Treasure of the Sierra Madre, The (1948)"
1369,Dead Man (1995)
1370,Stealing Beauty (1996)
1371,Sling Blade (1996)
1372,Donnie Brasco (1997)
1373,Notting Hill (1999)
1374,Before Sunset (2004)
1375,Anything for Her (Pour elle) (2008)
1376,The Little Prince (2015)
1377,"Adventures of Priscilla, Queen of the Desert, The (1994)"
1378,"American in Paris, An (1951)"
1379,Breakfast at Tiffany's (1961)
1380,Around the World in 80 Days (1956)
1381,"39 Steps, The (1935)"
1382,Bananas (1971)
1383,"Best Years of Our Lives, The (1946)"
1384,Bambi (1942)
1385,Autumn Sonata (Höstsonaten) (1978)
1386,Body Heat (1981)
1387,Born Yesterday (1950)
1388,American Graffiti (1973)
1389,Auntie Mame (1958)
1390,Blow-Up (Blowup) (1966)
1391,"Adventures of Ichabod and Mr. Toad, The (1949)"
1392,Alfie (1966)
1393,Tootsie (1982)
1394,Bill & Ted's Excellent Adventure (1989)
1395,"Atomic Cafe, The (1982)"
1396,Adaptation (2002)
1397,Bend It Like Beckham (2002)
1398,Babette's Feast (Babettes gæstebud) (1987)
1399,Adam's Rib (1949)
1400,Brigadoon (1954)
1401,"Americanization of Emily, The (1964)"
1402,Bob & Carol & Ted & Alice (1969)
1403,Butterfield 8 (1960)
1404,Being Julia (2004)
1405,Becket (1964)
1406,Balzac and the Little Chinese Seamstress (Xiao cai feng) (2002)
1407,"Boys & Girl from County Clare, The (a.k.a. The Boys from County Clare) (2003)"
1408,Brokeback Mountain (2005)
1409,Becoming Jane (2007)
1410,Body Snatchers (1993)
1411,Escape from New York (1981)
1412,Once Were Warriors (1994)
1413,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
1414,Whale Rider (2002)
1415,Europa (Zentropa) (1991)
1416,In America (2002)
1417,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
